Name,new_name
CONOCOPHILLIPS CO. 1999 7% 30/03/29 S - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
ANADARKO PTL CORP 1999 7.95% 15/04/29 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1999 7.95% 15/04/29 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
CONOCOPHILLIPS CO. 1999 6.95% 15/04/29 S - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS CO. 1999 6.95% 15/04/29 S - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
ALLTEL CORPORATION 1999 6.8% 01/05/29 S - CMPB (~U$) - COMPOSITE PR BID,ALLTEL CORPORATION BID
ALLTEL CORPORATION 1999 6.8% 01/05/29 S - CMPA (~U$) - COMPOSITE PR ASK,ALLTEL CORPORATION ASK
DUKE ENERGY INDIANA 1999 8.85% 15/01/22 CCC - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY INDIANA 1999 8.85% 15/01/22 CCC - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
DUKE ENERGY INDIANA 1999 8.85% 15/01/22 CCC (MB - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY INDIANA 1999 8.85% 15/01/22 CCC (MB - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
ROHM & HAAS COMPANY 1999 7.85% 15/07/29 144A - CMPB (~U$) - COMPOSITE PR BID,ROHM & HAAS COMPANY BID
ROHM & HAAS COMPANY 1999 7.85% 15/07/29 144A - CMPA (~U$) - COMPOSITE PR ASK,ROHM & HAAS COMPANY ASK
FORD MOTOR COMPANY 1999 7.45% 16/07/31 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1999 7.45% 16/07/31 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
PEPSI-COLA MET.BT. 1999 7% 01/03/29 B - CMPB (~U$) - COMPOSITE PR BID,PEPSI-COLA BID
PEPSI-COLA MET.BT. 1999 7% 01/03/29 B - CMPA (~U$) - COMPOSITE PR ASK,PEPSI-COLA ASK
LOWE S COS.INCO. 1999 6 1/2% 15/03/29 B - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 1999 6 1/2% 15/03/29 B - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
JOHNSON & JOHNSON 1999 6.95% 01/09/29 S - CMPB (~U$) - COMPOSITE PR BID,JOHNSON & JOHNSON BID
JOHNSON & JOHNSON 1999 6.95% 01/09/29 S - CMPA (~U$) - COMPOSITE PR ASK,JOHNSON & JOHNSON ASK
RAYTHEON TECHS. 1999 7 1/2% 15/09/29 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON TECHS. BID
RAYTHEON TECHS. 1999 7 1/2% 15/09/29 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON TECHS. ASK
PDMNT NATGS COIC 1999 7.95% 14/09/29 C - CMPB (~U$) - COMPOSITE PR BID,PDMNT NATGS COIC BID
PDMNT NATGS COIC 1999 7.95% 14/09/29 C - CMPA (~U$) - COMPOSITE PR ASK,PDMNT NATGS COIC ASK
COMCAST HDG CORP CV 2% 15/11/29 ZONES - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST HDG CORP CV 2% 15/11/29 ZONES - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
ROHM & HAAS COMPANY 1999 7.85% 15/07/29 B - CMPB (~U$) - COMPOSITE PR BID,ROHM & HAAS COMPANY BID
ROHM & HAAS COMPANY 1999 7.85% 15/07/29 B - CMPA (~U$) - COMPOSITE PR ASK,ROHM & HAAS COMPANY ASK
DOW CHEMICAL CO 1999 7 3/8% 01/11/29 S - CMPB (~U$) - COMPOSITE PR BID,DOW BID
DOW CHEMICAL CO 1999 7 3/8% 01/11/29 S - CMPA (~U$) - COMPOSITE PR ASK,DOW ASK
LOCKHEED MARTIN 1999 8 1/2% 01/12/29 S - CMPB (~U$) - COMPOSITE PR BID,LOCKHEED MARTIN BID
LOCKHEED MARTIN 1999 8 1/2% 01/12/29 S - CMPA (~U$) - COMPOSITE PR ASK,LOCKHEED MARTIN ASK
CONOCOPHILLIPS CO. 2000 8 1/8% 15/02/30 S - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS CO. 2000 8 1/8% 15/02/30 S - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
WALMART INCO. 2000 7.55% 15/02/30 S - CMPB (~U$) - COMPOSITE PR BID,WALMART INCO. BID
WALMART INCO. 2000 7.55% 15/02/30 S - CMPA (~U$) - COMPOSITE PR ASK,WALMART INCO. ASK
BELLSOUTH LLC 2000 7 7/8% 15/02/30 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 2000 7 7/8% 15/02/30 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
VALERO ENERGY CORP. 2000 8 3/4% 15/06/30 S - CMPB (~U$) - COMPOSITE PR BID,VALERO ENERGY CORP. BID
VALERO ENERGY CORP. 2000 8 3/4% 15/06/30 S - CMPA (~U$) - COMPOSITE PR ASK,VALERO ENERGY CORP. ASK
EL PASO LLC 2000 8.05% 15/10/30 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO LLC 2000 8.05% 15/10/30 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
VERIZON COMMS INCO 2000 7 3/4% 01/12/30 144A - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2000 7 3/4% 01/12/30 144A - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
SOUTHERN NATGS.CO. 2001 7.35% 15/02/31 S - CMPB (~U$) - COMPOSITE PR BID,SOUTHERN NATURAL GAS BID
SOUTHERN NATGS.CO. 2001 7.35% 15/02/31 S - CMPA (~U$) - COMPOSITE PR ASK,SOUTHERN NATURAL GAS ASK
PROGRESS EN.INCO. 2001 7 3/4% 01/03/31 S - CMPB (~U$) - COMPOSITE PR BID,PROGRESS EN.INCO. BID
PROGRESS EN.INCO. 2001 7 3/4% 01/03/31 S - CMPA (~U$) - COMPOSITE PR ASK,PROGRESS EN.INCO. ASK
KINDER MORGAN EN. 2001 7.4% 15/03/31 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2001 7.4% 15/03/31 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
WARNER MEDIA LLC 2001 7 5/8% 15/04/31 S - CMPB (~U$) - COMPOSITE PR BID,WARNER MEDIA LLC BID
WARNER MEDIA LLC 2001 7 5/8% 15/04/31 S - CMPA (~U$) - COMPOSITE PR ASK,WARNER MEDIA LLC ASK
CATERPILLAR INCO 2001 7.3% 01/05/31 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 2001 7.3% 01/05/31 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
TARGET CORPORATION 2001 7% 15/07/31 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 2001 7% 15/07/31 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
EL PASO LLC 2001 7.8% 01/08/31 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO LLC 2001 7.8% 01/08/31 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
BURLINGTON RES.LLC 2001 7.2% 15/08/31 S - CMPB (~U$) - COMPOSITE PR BID,BURLINGTON RES.LLC BID
BURLINGTON RES.LLC 2001 7.2% 15/08/31 S - CMPA (~U$) - COMPOSITE PR ASK,BURLINGTON RES.LLC ASK
VERIZON COMMS INCO 2001 7 3/4% 01/12/30 B - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2001 7 3/4% 01/12/30 B - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
NWCG.WRLS.SVS.INCO. 2001 8 3/4% 01/03/31 B - CMPB (~U$) - COMPOSITE PR BID,NWCG.WRLS.SVS.INCO. BID
NWCG.WRLS.SVS.INCO. 2001 8 3/4% 01/03/31 B - CMPA (~U$) - COMPOSITE PR ASK,NWCG.WRLS.SVS.INCO. ASK
CONOCO FUNDING 2001 7 1/4% 15/10/31 S - CMPB (~U$) - COMPOSITE PR BID,CONOCO FUNDING BID
CONOCO FUNDING 2001 7 1/4% 15/10/31 S - CMPA (~U$) - COMPOSITE PR ASK,CONOCO FUNDING ASK
BELLSOUTH LLC 2001 6 7/8% 15/10/31 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 2001 6 7/8% 15/10/31 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
PROGRESS EN.INCO. 2001 7% 30/10/31 S - CMPB (~U$) - COMPOSITE PR BID,PROGRESS EN.INCO. BID
PROGRESS EN.INCO. 2001 7% 30/10/31 S - CMPA (~U$) - COMPOSITE PR ASK,PROGRESS EN.INCO. ASK
MONDELEZ INTL INCO 2001 6 1/2% 01/11/31 S - CMPB (~U$) - COMPOSITE PR BID,MONDELEZ INTL INCO BID
MONDELEZ INTL INCO 2001 6 1/2% 01/11/31 S - CMPA (~U$) - COMPOSITE PR ASK,MONDELEZ INTL INCO ASK
EL PASO LLC 2002 7 3/4% 15/01/32 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO LLC 2002 7 3/4% 15/01/32 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
SOUTHERN NATGS.CO. 2002 8% 01/03/32 S - CMPB (~U$) - COMPOSITE PR BID,SOUTHERN NATURAL GAS BID
SOUTHERN NATGS.CO. 2002 8% 01/03/32 S - CMPA (~U$) - COMPOSITE PR ASK,SOUTHERN NATURAL GAS ASK
TWDC ENTERPRISES 18 2002 7% 01/03/32 B - CMPB (~U$) - COMPOSITE PR BID,TWDC ENTERPRISES BID
TWDC ENTERPRISES 18 2002 7% 01/03/32 B - CMPA (~U$) - COMPOSITE PR ASK,TWDC ENTERPRISES ASK
KINDER MORGAN EN. 2002 7 3/4% 15/03/32 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2002 7 3/4% 15/03/32 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
GENERAL ELEC CO 2002 6 3/4% 15/03/32 A - CMPB (~U$) - COMPOSITE PR BID,GENERAL ELEC CO BID
GENERAL ELEC CO 2002 6 3/4% 15/03/32 A - CMPA (~U$) - COMPOSITE PR ASK,GENERAL ELEC CO ASK
EXELON CORPORATION 2002 7.6% 01/04/32 S - CMPB (~U$) - COMPOSITE PR BID,EXELON BID
EXELON CORPORATION 2002 7.6% 01/04/32 S - CMPA (~U$) - COMPOSITE PR ASK,EXELON ASK
VERIZON NEW YORK 2002 7 3/8% 01/04/32 B - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON NEW YORK 2002 7 3/8% 01/04/32 B - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
WARNER MEDIA LLC 2002 7.7% 01/05/32 S - CMPB (~U$) - COMPOSITE PR BID,WARNER MEDIA LLC BID
WARNER MEDIA LLC 2002 7.7% 01/05/32 S - CMPA (~U$) - COMPOSITE PR ASK,WARNER MEDIA LLC ASK
VALERO ENERGY CORP. 2002 7 1/2% 15/04/32 S - CMPB (~U$) - COMPOSITE PR BID,VALERO ENERGY CORP. BID
VALERO ENERGY CORP. 2002 7 1/2% 15/04/32 S - CMPA (~U$) - COMPOSITE PR ASK,VALERO ENERGY CORP. ASK
CATERPILLAR INCO 2002 6.95% 01/05/42 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 2002 6.95% 01/05/42 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
TENNESSEE GAS PIPE 2002 8 3/8% 15/06/32 S - CMPB (~U$) - COMPOSITE PR BID,TENNESSEE GAS PIPE BID
TENNESSEE GAS PIPE 2002 8 3/8% 15/06/32 S - CMPA (~U$) - COMPOSITE PR ASK,TENNESSEE GAS PIPE ASK
ALLTEL CORPORATION 2002 7 7/8% 01/07/32 S - CMPB (~U$) - COMPOSITE PR BID,ALLTEL CORPORATION BID
ALLTEL CORPORATION 2002 7 7/8% 01/07/32 S - CMPA (~U$) - COMPOSITE PR ASK,ALLTEL CORPORATION ASK
VERIZON COMMS INCO 2002 7 3/4% 15/06/32 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2002 7 3/4% 15/06/32 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
BURLINGTON RES.LLC 2002 7.4% 01/12/31 B - CMPB (~U$) - COMPOSITE PR BID,BURLINGTON RES.LLC BID
BURLINGTON RES.LLC 2002 7.4% 01/12/31 B - CMPA (~U$) - COMPOSITE PR ASK,BURLINGTON RES.LLC ASK
EMERSON ELEC.CO. 2002 6% 15/08/32 S - CMPB (~U$) - COMPOSITE PR BID,EMERSON ELEC.CO. BID
EMERSON ELEC.CO. 2002 6% 15/08/32 S - CMPA (~U$) - COMPOSITE PR ASK,EMERSON ELEC.CO. ASK
AT&T MOBILITY LLC 2002 7 1/8% 15/12/31 B - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T MOBILITY LLC 2002 7 1/8% 15/12/31 B - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
DUKE ENERGY CRIS. 2002 6.45% 15/10/32 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY CRIS. 2002 6.45% 15/10/32 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
CONOCOPHILLIPS 2002 5.9% 15/10/32 144A - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS 2002 5.9% 15/10/32 144A - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
TARGET CORPORATION 2002 6.35% 01/11/32 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 2002 6.35% 01/11/32 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
COMCAST CABLE 2002 9.455% 15/11/22 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CABLE 2002 9.455% 15/11/22 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
KINDER MORGAN EN. 2002 7.3% 15/08/33 B - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2002 7.3% 15/08/33 B - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
INTL BUS MCHS CORP 2002 5 7/8% 29/11/32 S - CMPB (~U$) - COMPOSITE PR BID,INTL BUS MCHS CORP BID
INTL BUS MCHS CORP 2002 5 7/8% 29/11/32 S - CMPA (~U$) - COMPOSITE PR ASK,INTL BUS MCHS CORP ASK
ALABAMA POWER CO 2002 5 7/8% 01/12/22 S - CMPB (~U$) - COMPOSITE PR BID,ALABAMA POWER CO BID
ALABAMA POWER CO 2002 5 7/8% 01/12/22 S - CMPA (~U$) - COMPOSITE PR ASK,ALABAMA POWER CO ASK
FLA PWR& LT CO 2002 5.85% 01/02/33 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2002 5.85% 01/02/33 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
COMMONWEALTH EDISON 2003 5 7/8% 01/02/33 100 - CMPB (~U$) - COMPOSITE PR BID,COMMONWEALTH EDISON BID
COMMONWEALTH EDISON 2003 5 7/8% 01/02/33 100 - CMPA (~U$) - COMPOSITE PR ASK,COMMONWEALTH EDISON ASK
THE BOEING COMPANY 2003 6 1/8% 15/02/33 S - CMPB (~U$) - COMPOSITE PR BID,THE BOEING COMPANY BID
THE BOEING COMPANY 2003 6 1/8% 15/02/33 S - CMPA (~U$) - COMPOSITE PR ASK,THE BOEING COMPANY ASK
ALABAMA POWER CO 2003 5.7% 15/02/33 T - CMPB (~U$) - COMPOSITE PR BID,ALABAMA POWER CO BID
ALABAMA POWER CO 2003 5.7% 15/02/33 T - CMPA (~U$) - COMPOSITE PR ASK,ALABAMA POWER CO ASK
DUKE EN.FLORIDA LLC 2003 5.9% 01/03/33 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.FLORIDA LLC 2003 5.9% 01/03/33 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
CONOCOPHILLIPS 2003 5.9% 15/10/32 B - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS 2003 5.9% 15/10/32 B - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
ALABAMA POWER CO 2003 5.6% 15/03/33 V - CMPB (~U$) - COMPOSITE PR BID,ALABAMA POWER CO BID
ALABAMA POWER CO 2003 5.6% 15/03/33 V - CMPA (~U$) - COMPOSITE PR ASK,ALABAMA POWER CO ASK
COMCAST CORPORATION 2003 7.05% 15/03/33 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2003 7.05% 15/03/33 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
KRAFT HEINZ FOODS 2003 6 3/4% 15/03/32 B - CMPB (~U$) - COMPOSITE PR BID,KRAFT HEINZ FOODS BID
KRAFT HEINZ FOODS 2003 6 3/4% 15/03/32 B - CMPA (~U$) - COMPOSITE PR ASK,KRAFT HEINZ FOODS ASK
FLA PWR& LT CO 2003 5 5/8% 01/04/34 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2003 5 5/8% 01/04/34 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
GEORGIA POWER CO 2003 5 3/4% 15/04/23 N - CMPB (~U$) - COMPOSITE PR BID,GEORGIA POWER CO BID
GEORGIA POWER CO 2003 5 3/4% 15/04/23 N - CMPA (~U$) - COMPOSITE PR ASK,GEORGIA POWER CO ASK
PEPCO HOLDINGS LLC 2003 7.45% 15/08/32 B - CMPB (~U$) - COMPOSITE PR BID,PEPSI-COLA BID
PEPCO HOLDINGS LLC 2003 7.45% 15/08/32 B - CMPA (~U$) - COMPOSITE PR ASK,PEPSI-COLA ASK
JOHNSON & JOHNSON 2003 4.95% 15/05/33 S - CMPB (~U$) - COMPOSITE PR BID,JOHNSON & JOHNSON BID
JOHNSON & JOHNSON 2003 4.95% 15/05/33 S - CMPA (~U$) - COMPOSITE PR ASK,JOHNSON & JOHNSON ASK
UNION PACIFIC CORP. 2003 5 3/8% 01/06/33 S - CMPB (~U$) - COMPOSITE PR BID,UNION PACIFIC CORP. BID
UNION PACIFIC CORP. 2003 5 3/8% 01/06/33 S - CMPA (~U$) - COMPOSITE PR ASK,UNION PACIFIC CORP. ASK
DUKE EN.OHIO INCO. 2003 5.4% 15/06/33 A - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.OHIO INCO. 2003 5.4% 15/06/33 A - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
DUKE EN.OHIO INCO. 2003 5 3/8% 15/06/33 B - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.OHIO INCO. 2003 5 3/8% 15/06/33 B - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
VERIZON MARYLAND 2003 5 1/8% 15/06/33 B - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON MARYLAND 2003 5 1/8% 15/06/33 B - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
BALTIMORE G&E.CO. 2003 5.2% 15/06/33 S - CMPB (~U$) - COMPOSITE PR BID,BALTIMORE G&E.CO. BID
BALTIMORE G&E.CO. 2003 5.2% 15/06/33 S - CMPA (~U$) - COMPOSITE PR ASK,BALTIMORE G&E.CO. ASK
EL PASO NTRL.GAS 2003 8 3/8% 15/06/32 B - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO NTRL.GAS 2003 8 3/8% 15/06/32 B - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
DUKE ENERGY PRG.LLC 2003 6 1/8% 15/09/33 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY PRG.LLC 2003 6 1/8% 15/09/33 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
FLA PWR& LT CO 2003 5.95% 01/10/33 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2003 5.95% 01/10/33 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
NTHN ILL.GAS CO. 2003 5.8% 01/12/23 S - CMPB (~U$) - COMPOSITE PR BID,NTHN ILL.GAS CO. BID
NTHN ILL.GAS CO. 2003 5.8% 01/12/23 S - CMPA (~U$) - COMPOSITE PR ASK,NTHN ILL.GAS CO. ASK
NTHN ILL.GAS CO. 2003 5.9% 01/12/32 S - CMPB (~U$) - COMPOSITE PR BID,NTHN ILL.GAS CO. BID
NTHN ILL.GAS CO. 2003 5.9% 01/12/32 S - CMPA (~U$) - COMPOSITE PR ASK,NTHN ILL.GAS CO. ASK
NTHN ILL.GAS CO. 2003 5.9% 01/12/33 S - CMPB (~U$) - COMPOSITE PR BID,NTHN ILL.GAS CO. BID
NTHN ILL.GAS CO. 2003 5.9% 01/12/33 S - CMPA (~U$) - COMPOSITE PR ASK,NTHN ILL.GAS CO. ASK
WYETH LLC 2003 6 1/2% 01/02/34 S - CMPB (~U$) - COMPOSITE PR BID,WYETH LLC BID
WYETH LLC 2003 6 1/2% 01/02/34 S - CMPA (~U$) - COMPOSITE PR ASK,WYETH LLC ASK
WYETH LLC 2003 6.45% 01/02/24 S - CMPB (~U$) - COMPOSITE PR BID,WYETH LLC BID
WYETH LLC 2003 6.45% 01/02/24 S - CMPA (~U$) - COMPOSITE PR ASK,WYETH LLC ASK
PDMNT NATGS COIC 2003 6% 19/12/33 S - CMPB (~U$) - COMPOSITE PR BID,PDMNT NATGS COIC BID
PDMNT NATGS COIC 2003 6% 19/12/33 S - CMPA (~U$) - COMPOSITE PR ASK,PDMNT NATGS COIC ASK
THE P&G.CO. 2004 5 1/2% 01/02/34 S - CMPB (~U$) - COMPOSITE PR BID,P&G BID
THE P&G.CO. 2004 5 1/2% 01/02/34 S - CMPA (~U$) - COMPOSITE PR ASK,P&G ASK
FLA PWR& LT CO 2004 5.65% 01/02/35 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2004 5.65% 01/02/35 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
POTOMAC ELPW.CO. 2004 5 3/4% 15/04/34 S - CMPB (~U$) - COMPOSITE PR BID,POTOMAC ELPW.CO. BID
POTOMAC ELPW.CO. 2004 5 3/4% 15/04/34 S - CMPA (~U$) - COMPOSITE PR ASK,POTOMAC ELPW.CO. ASK
ATLANTIC CITY ELEC. 2004 5.8% 15/05/34 S - CMPB (~U$) - COMPOSITE PR BID,ATLANTIC CITY ELEC. BID
ATLANTIC CITY ELEC. 2004 5.8% 15/05/34 S - CMPA (~U$) - COMPOSITE PR ASK,ATLANTIC CITY ELEC. ASK
PECO ENERGY CO. 2004 5.9% 01/05/34 S - CMPB (~U$) - COMPOSITE PR BID,PECO ENERGY CO. BID
PECO ENERGY CO. 2004 5.9% 01/05/34 S - CMPA (~U$) - COMPOSITE PR ASK,PECO ENERGY CO. ASK
UNION PACIFIC CORP. 2004 6 1/4% 01/05/34 S - CMPB (~U$) - COMPOSITE PR BID,UNION PACIFIC CORP. BID
UNION PACIFIC CORP. 2004 6 1/4% 01/05/34 S - CMPA (~U$) - COMPOSITE PR ASK,UNION PACIFIC CORP. ASK
BELLSOUTH LLC 2004 6.55% 15/06/34 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 2004 6.55% 15/06/34 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
THE P&G.CO. 2004 5.8% 15/08/34 S - CMPB (~U$) - COMPOSITE PR BID,P&G BID
THE P&G.CO. 2004 5.8% 15/08/34 S - CMPA (~U$) - COMPOSITE PR ASK,P&G ASK
AT&T INCORPORATED 2004 6.45% 15/06/34 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2004 6.45% 15/06/34 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
SOUTHERN CO.GAS 2004 6% 01/10/34 S - CMPB (~U$) - COMPOSITE PR BID,SOUTHERN NATURAL GAS BID
SOUTHERN CO.GAS 2004 6% 01/10/34 S - CMPA (~U$) - COMPOSITE PR ASK,SOUTHERN NATURAL GAS ASK
AT&T INCORPORATED 2004 6.15% 15/09/34 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2004 6.15% 15/09/34 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
BELLSOUTH LLC 2004 6% 15/11/34 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 2004 6% 15/11/34 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
KINDER MORGAN EN. 2005 5.8% 15/03/35 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2005 5.8% 15/03/35 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
DUKE ENERGY PRG.LLC 2005 5.7% 01/04/35 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY PRG.LLC 2005 5.7% 01/04/35 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
RAYTHEON TECHS. 2005 5.4% 01/05/35 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON TECHS. BID
RAYTHEON TECHS. 2005 5.4% 01/05/35 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON TECHS. ASK
PEPSI-COLA MET.BT. 2005 5 1/2% 15/05/35 S - CMPB (~U$) - COMPOSITE PR BID,PEPSI-COLA BID
PEPSI-COLA MET.BT. 2005 5 1/2% 15/05/35 S - CMPA (~U$) - COMPOSITE PR ASK,PEPSI-COLA ASK
POTOMAC ELPW.CO. 2005 5.4% 01/06/35 S - CMPB (~U$) - COMPOSITE PR BID,POTOMAC ELPW.CO. BID
POTOMAC ELPW.CO. 2005 5.4% 01/06/35 S - CMPA (~U$) - COMPOSITE PR ASK,POTOMAC ELPW.CO. ASK
FLA PWR& LT CO 2005 4.95% 01/06/35 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2005 4.95% 01/06/35 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
COMCAST CORPORATION 2005 5.65% 15/06/35 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2005 5.65% 15/06/35 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
EXELON CORPORATION 2005 5 5/8% 15/06/35 S - CMPB (~U$) - COMPOSITE PR BID,EXELON BID
EXELON CORPORATION 2005 5 5/8% 15/06/35 S - CMPA (~U$) - COMPOSITE PR ASK,EXELON ASK
